transaction_id,customer_id,category,item,price_per_unit,quantity,total_spent,payment_method,transaction_date,discount_applied,year,month,month_name,average_transaction_value,discount_status
Txn_6063632,Cust_22,Furniture,Item_23_Fur,38.0,2,76.0,Digital Wallet,2022-06-14,0,2022,6,June,38.0,No Discount
Txn_9362588,Cust_09,Food,Item_22_Food,36.5,2,73.0,Credit Card,2023-03-03,0,2023,3,March,36.5,No Discount
Txn_4903332,Cust_08,Food,Item_21_Food,35.0,10,350.0,Credit Card,2023-01-18,1,2023,1,January,35.0,Discount Applied
Txn_6555691,Cust_19,Food,Item_10_Food,18.5,8,148.0,Cash,2024-08-24,1,2024,8,August,18.5,Discount Applied
Txn_7410836,Cust_05,Patisserie,Item_20_Pat,33.5,2,67.0,Digital Wallet,2023-01-22,0,2023,1,January,33.5,No Discount
Txn_2075749,Cust_04,Milk Products,Item_4_Milk,9.5,5,47.5,Cash,2024-11-07,1,2024,11,November,9.5,Discount Applied
Txn_9183760,Cust_12,Electric Household Essentials,Item_16_Ehe,27.5,1,27.5,Digital Wallet,2024-05-04,0,2024,5,May,27.5,No Discount
Txn_2139981,Cust_25,Food,Item_14_Food,24.5,3,73.5,Digital Wallet,2023-02-17,0,2023,2,February,24.5,No Discount
Txn_6339700,Cust_15,Milk Products,Item_13_Milk,23.0,7,161.0,Credit Card,2022-01-27,1,2022,1,January,23.0,Discount Applied
Txn_3784837,Cust_16,Butchers,Unknown,26.0,1,26.0,Credit Card,2024-06-06,0,2024,6,June,26.0,No Discount
Txn_5286530,Cust_01,Computers And Electric Accessories,Item_6_Cea,12.5,6,75.0,Digital Wallet,2024-02-28,1,2024,2,February,12.5,Discount Applied
Txn_6086093,Cust_19,Beverages,Item_4_Bev,9.5,7,66.5,Digital Wallet,2024-03-13,0,2024,3,March,9.5,No Discount
Txn_5565868,Cust_22,Computers And Electric Accessories,Item_11_Cea,20.0,9,180.0,Cash,2024-07-30,1,2024,7,July,20.0,Discount Applied
Txn_8615445,Cust_01,Beverages,Unknown,21.5,6,129.0,Credit Card,2022-12-22,0,2022,12,December,21.5,No Discount
Txn_1921846,Cust_04,Milk Products,Item_3_Milk,8.0,3,24.0,Credit Card,2024-12-12,0,2024,12,December,8.0,No Discount
Txn_4662950,Cust_08,Furniture,Item_16_Fur,27.5,2,55.0,Credit Card,2022-10-29,1,2022,10,October,27.5,Discount Applied
Txn_1174715,Cust_17,Patisserie,Item_23_Pat,38.0,1,38.0,Digital Wallet,2022-06-09,0,2022,6,June,38.0,No Discount
Txn_6152928,Cust_24,Patisserie,Item_17_Pat,29.0,7,203.0,Credit Card,2022-03-24,0,2022,3,March,29.0,No Discount
Txn_3577635,Cust_23,Butchers,Item_21_But,35.0,8,280.0,Cash,2024-01-09,0,2024,1,January,35.0,No Discount
Txn_5053624,Cust_19,Furniture,Item_21_Fur,35.0,10,350.0,Cash,2023-05-22,0,2023,5,May,35.0,No Discount
Txn_4293234,Cust_23,Furniture,Item_6_Fur,12.5,10,125.0,Cash,2022-05-11,1,2022,5,May,12.5,Discount Applied
Txn_1479772,Cust_13,Electric Household Essentials,Item_17_Ehe,29.0,6,174.0,Digital Wallet,2023-07-22,0,2023,7,July,29.0,No Discount
Txn_3024691,Cust_25,Electric Household Essentials,Item_21_Ehe,35.0,4,140.0,Digital Wallet,2024-02-14,1,2024,2,February,35.0,Discount Applied
Txn_7297595,Cust_19,Furniture,Unknown,39.5,6,237.0,Cash,2022-01-07,0,2022,1,January,39.5,No Discount
Txn_1611768,Cust_03,Patisserie,Item_20_Pat,33.5,5,167.5,Credit Card,2022-07-26,1,2022,7,July,33.5,Discount Applied
Txn_1992937,Cust_20,Butchers,Item_25_But,41.0,6,246.0,Digital Wallet,2025-01-08,0,2025,1,January,41.0,No Discount
Txn_2734006,Cust_09,Beverages,Item_10_Bev,18.5,9,166.5,Credit Card,2023-06-07,1,2023,6,June,18.5,Discount Applied
Txn_5656754,Cust_11,Beverages,Item_2_Bev,6.5,5,32.5,Digital Wallet,2023-10-14,0,2023,10,October,6.5,No Discount
Txn_6085136,Cust_12,Food,Item_25_Food,41.0,7,287.0,Credit Card,2023-01-01,1,2023,1,January,41.0,Discount Applied
Txn_8895462,Cust_22,Electric Household Essentials,Item_15_Ehe,26.0,8,208.0,Digital Wallet,2023-02-16,0,2023,2,February,26.0,No Discount
Txn_6208291,Cust_12,Furniture,Item_15_Fur,26.0,9,234.0,Credit Card,2023-03-10,0,2023,3,March,26.0,No Discount
Txn_9397356,Cust_23,Furniture,Item_11_Fur,20.0,7,140.0,Credit Card,2022-02-09,0,2022,2,February,20.0,No Discount
Txn_3228853,Cust_19,Milk Products,Item_23_Milk,38.0,9,342.0,Cash,2023-06-02,1,2023,6,June,38.0,Discount Applied
Txn_8470761,Cust_25,Furniture,Item_6_Fur,12.5,5,62.5,Cash,2022-04-22,0,2022,4,April,12.5,No Discount
Txn_9904612,Cust_16,Patisserie,Item_7_Pat,14.0,4,56.0,Digital Wallet,2024-01-03,0,2024,1,January,14.0,No Discount
Txn_8552732,Cust_02,Furniture,Item_25_Fur,41.0,8,328.0,Cash,2024-03-28,1,2024,3,March,41.0,Discount Applied
Txn_7202102,Cust_06,Patisserie,Item_16_Pat,27.5,2,55.0,Digital Wallet,2022-03-09,1,2022,3,March,27.5,Discount Applied
Txn_3692324,Cust_25,Patisserie,Item_23_Pat,38.0,6,228.0,Cash,2024-01-24,1,2024,1,January,38.0,Discount Applied
Txn_8170651,Cust_18,Furniture,Item_15_Fur,26.0,2,52.0,Digital Wallet,2024-08-14,1,2024,8,August,26.0,Discount Applied
Txn_2155063,Cust_15,Electric Household Essentials,Item_22_Ehe,36.5,9,328.5,Digital Wallet,2024-09-18,0,2024,9,September,36.5,No Discount
Txn_6159552,Cust_03,Butchers,Item_2_But,6.5,3,19.5,Cash,2023-01-04,0,2023,1,January,6.5,No Discount
Txn_4498044,Cust_17,Furniture,Item_2_Fur,6.5,4,26.0,Cash,2023-06-22,1,2023,6,June,6.5,Discount Applied
Txn_9297266,Cust_16,Patisserie,Item_7_Pat,14.0,1,14.0,Digital Wallet,2024-07-17,0,2024,7,July,14.0,No Discount
Txn_6749563,Cust_15,Milk Products,Item_3_Milk,8.0,2,16.0,Cash,2023-10-31,1,2023,10,October,8.0,Discount Applied
Txn_5426061,Cust_12,Patisserie,Item_13_Pat,23.0,9,207.0,Cash,2024-06-23,0,2024,6,June,23.0,No Discount
Txn_4742105,Cust_23,Milk Products,Item_3_Milk,8.0,7,56.0,Credit Card,2023-12-09,0,2023,12,December,8.0,No Discount
Txn_9188702,Cust_25,Milk Products,Item_6_Milk,12.5,2,25.0,Cash,2024-07-20,0,2024,7,July,12.5,No Discount
Txn_2996741,Cust_16,Beverages,Item_2_Bev,6.5,3,19.5,Credit Card,2022-08-08,0,2022,8,August,6.5,No Discount
Txn_6195176,Cust_08,Beverages,Item_2_Bev,6.5,3,19.5,Cash,2023-06-10,0,2023,6,June,6.5,No Discount
Txn_4813752,Cust_23,Electric Household Essentials,Item_6_Ehe,12.5,2,25.0,Digital Wallet,2022-10-19,0,2022,10,October,12.5,No Discount
Txn_3032775,Cust_07,Computers And Electric Accessories,Item_3_Cea,8.0,4,32.0,Cash,2022-05-14,1,2022,5,May,8.0,Discount Applied
Txn_6281747,Cust_11,Beverages,Item_20_Bev,33.5,7,234.5,Cash,2023-11-05,0,2023,11,November,33.5,No Discount
Txn_7819515,Cust_13,Butchers,Unknown,12.5,5,62.5,Cash,2022-02-15,0,2022,2,February,12.5,No Discount
Txn_3624582,Cust_15,Milk Products,Item_16_Milk,27.5,9,247.5,Credit Card,2022-02-04,0,2022,2,February,27.5,No Discount
Txn_8534609,Cust_14,Food,Item_17_Food,29.0,5,145.0,Cash,2023-03-08,1,2023,3,March,29.0,Discount Applied
Txn_7393477,Cust_02,Food,Item_25_Food,41.0,8,328.0,Credit Card,2022-05-27,1,2022,5,May,41.0,Discount Applied
Txn_5507888,Cust_23,Butchers,Item_6_But,12.5,6,75.0,Credit Card,2024-01-03,1,2024,1,January,12.5,Discount Applied
Txn_6497599,Cust_21,Electric Household Essentials,Item_18_Ehe,30.5,10,305.0,Cash,2023-01-23,1,2023,1,January,30.5,Discount Applied
Txn_7120961,Cust_17,Milk Products,Item_17_Milk,29.0,3,87.0,Digital Wallet,2024-06-13,0,2024,6,June,29.0,No Discount
Txn_5733731,Cust_15,Computers And Electric Accessories,Item_6_Cea,12.5,4,50.0,Credit Card,2022-12-24,0,2022,12,December,12.5,No Discount
Txn_1374421,Cust_22,Beverages,Item_21_Bev,35.0,5,175.0,Cash,2023-05-19,0,2023,5,May,35.0,No Discount
Txn_8958850,Cust_03,Food,Item_10_Food,18.5,8,148.0,Credit Card,2022-04-14,0,2022,4,April,18.5,No Discount
Txn_9179801,Cust_23,Patisserie,Item_22_Pat,36.5,3,109.5,Digital Wallet,2023-12-05,1,2023,12,December,36.5,Discount Applied
Txn_7133375,Cust_22,Milk Products,Item_1_Milk,5.0,10,50.0,Digital Wallet,2023-09-18,0,2023,9,September,5.0,No Discount
Txn_9534913,Cust_24,Electric Household Essentials,Item_8_Ehe,15.5,9,139.5,Cash,2022-02-27,0,2022,2,February,15.5,No Discount
Txn_1792761,Cust_11,Food,Unknown,23.0,7,161.0,Digital Wallet,2022-01-26,0,2022,1,January,23.0,No Discount
Txn_4782357,Cust_13,Patisserie,Item_13_Pat,23.0,5,115.0,Digital Wallet,2023-12-04,0,2023,12,December,23.0,No Discount
Txn_6103372,Cust_23,Food,Unknown,23.0,3,69.0,Credit Card,2024-10-08,1,2024,10,October,23.0,Discount Applied
Txn_3867637,Cust_10,Furniture,Item_11_Fur,20.0,5,100.0,Cash,2022-11-27,0,2022,11,November,20.0,No Discount
Txn_4417302,Cust_11,Butchers,Unknown,26.0,9,234.0,Credit Card,2024-09-05,0,2024,9,September,26.0,No Discount
Txn_5504057,Cust_03,Patisserie,Item_17_Pat,29.0,4,116.0,Cash,2023-05-04,1,2023,5,May,29.0,Discount Applied
Txn_5286184,Cust_22,Computers And Electric Accessories,Item_12_Cea,21.5,1,21.5,Cash,2022-06-28,0,2022,6,June,21.5,No Discount
Txn_3394201,Cust_17,Computers And Electric Accessories,Unknown,23.0,8,184.0,Cash,2024-11-04,0,2024,11,November,23.0,No Discount
Txn_3821059,Cust_25,Butchers,Item_18_But,30.5,3,91.5,Credit Card,2023-09-21,0,2023,9,September,30.5,No Discount
Txn_8655955,Cust_09,Beverages,Item_24_Bev,39.5,6,237.0,Credit Card,2023-04-29,0,2023,4,April,39.5,No Discount
Txn_6136490,Cust_03,Food,Item_24_Food,39.5,10,395.0,Cash,2024-06-14,0,2024,6,June,39.5,No Discount
Txn_2592687,Cust_24,Butchers,Item_20_But,33.5,5,167.5,Digital Wallet,2024-07-26,1,2024,7,July,33.5,Discount Applied
Txn_7729747,Cust_13,Food,Item_20_Food,33.5,5,167.5,Credit Card,2023-06-29,0,2023,6,June,33.5,No Discount
Txn_6562987,Cust_20,Computers And Electric Accessories,Item_12_Cea,21.5,4,86.0,Cash,2024-06-19,1,2024,6,June,21.5,Discount Applied
Txn_2283214,Cust_02,Butchers,Item_7_But,14.0,10,140.0,Digital Wallet,2023-12-02,1,2023,12,December,14.0,Discount Applied
Txn_9262032,Cust_20,Food,Item_18_Food,30.5,4,122.0,Credit Card,2023-05-16,0,2023,5,May,30.5,No Discount
Txn_2227872,Cust_03,Furniture,Unknown,23.0,7,161.0,Digital Wallet,2024-05-27,1,2024,5,May,23.0,Discount Applied
Txn_2396304,Cust_09,Food,Item_4_Food,9.5,5,47.5,Credit Card,2023-05-14,0,2023,5,May,9.5,No Discount
Txn_7728635,Cust_08,Food,Item_10_Food,18.5,3,55.5,Digital Wallet,2022-02-08,0,2022,2,February,18.5,No Discount
Txn_7239144,Cust_21,Food,Item_5_Food,11.0,7,77.0,Cash,2023-10-15,1,2023,10,October,11.0,Discount Applied
Txn_6191176,Cust_16,Computers And Electric Accessories,Item_15_Cea,26.0,1,26.0,Digital Wallet,2024-10-11,0,2024,10,October,26.0,No Discount
Txn_9454592,Cust_07,Milk Products,Item_6_Milk,12.5,10,125.0,Cash,2023-12-13,0,2023,12,December,12.5,No Discount
Txn_5268893,Cust_13,Food,Item_5_Food,11.0,3,33.0,Cash,2024-01-20,0,2024,1,January,11.0,No Discount
Txn_1966346,Cust_23,Patisserie,Item_11_Pat,20.0,10,200.0,Cash,2022-11-29,0,2022,11,November,20.0,No Discount
Txn_9147712,Cust_01,Milk Products,Item_6_Milk,12.5,2,25.0,Cash,2023-08-07,1,2023,8,August,12.5,Discount Applied
Txn_5014165,Cust_05,Food,Item_25_Food,41.0,9,369.0,Cash,2023-03-04,0,2023,3,March,41.0,No Discount
Txn_9285106,Cust_23,Computers And Electric Accessories,Unknown,23.0,10,230.0,Credit Card,2024-06-18,1,2024,6,June,23.0,Discount Applied
Txn_2010518,Cust_22,Electric Household Essentials,Item_25_Ehe,41.0,2,82.0,Digital Wallet,2023-04-21,0,2023,4,April,41.0,No Discount
Txn_9435490,Cust_10,Butchers,Item_14_But,24.5,10,245.0,Digital Wallet,2022-11-04,0,2022,11,November,24.5,No Discount
Txn_1467177,Cust_10,Computers And Electric Accessories,Item_10_Cea,18.5,3,55.5,Credit Card,2022-10-13,1,2022,10,October,18.5,Discount Applied
Txn_9718881,Cust_11,Furniture,Item_14_Fur,24.5,3,73.5,Credit Card,2022-09-23,0,2022,9,September,24.5,No Discount
Txn_1498944,Cust_24,Electric Household Essentials,Item_10_Ehe,18.5,8,148.0,Credit Card,2023-04-01,1,2023,4,April,18.5,Discount Applied
Txn_4323023,Cust_20,Milk Products,Item_4_Milk,9.5,7,66.5,Cash,2023-04-25,1,2023,4,April,9.5,Discount Applied
Txn_4620886,Cust_19,Computers And Electric Accessories,Item_16_Cea,27.5,7,192.5,Cash,2023-07-03,0,2023,7,July,27.5,No Discount
Txn_5119763,Cust_22,Electric Household Essentials,Item_15_Ehe,26.0,8,208.0,Digital Wallet,2022-03-28,0,2022,3,March,26.0,No Discount
Txn_5624506,Cust_18,Food,Item_13_Food,23.0,8,184.0,Digital Wallet,2024-10-12,0,2024,10,October,23.0,No Discount
Txn_1007406,Cust_13,Beverages,Item_12_Bev,21.5,6,129.0,Credit Card,2022-05-08,1,2022,5,May,21.5,Discount Applied
Txn_6881262,Cust_03,Milk Products,Item_2_Milk,6.5,8,52.0,Cash,2022-12-12,1,2022,12,December,6.5,Discount Applied
Txn_1521020,Cust_03,Computers And Electric Accessories,Item_15_Cea,26.0,6,156.0,Digital Wallet,2022-01-30,1,2022,1,January,26.0,Discount Applied
Txn_9078821,Cust_18,Milk Products,Item_6_Milk,12.5,9,112.5,Cash,2023-02-02,0,2023,2,February,12.5,No Discount
Txn_4219882,Cust_04,Computers And Electric Accessories,Item_18_Cea,30.5,7,213.5,Digital Wallet,2023-07-10,1,2023,7,July,30.5,Discount Applied
Txn_6249236,Cust_02,Beverages,Item_12_Bev,21.5,10,215.0,Digital Wallet,2023-07-04,0,2023,7,July,21.5,No Discount
Txn_5847493,Cust_17,Beverages,Item_7_Bev,14.0,2,28.0,Digital Wallet,2024-01-30,1,2024,1,January,14.0,Discount Applied
Txn_9185169,Cust_14,Computers And Electric Accessories,Item_2_Cea,6.5,2,13.0,Credit Card,2023-05-12,0,2023,5,May,6.5,No Discount
Txn_2984585,Cust_03,Milk Products,Item_17_Milk,29.0,8,232.0,Credit Card,2023-09-20,1,2023,9,September,29.0,Discount Applied
Txn_9999124,Cust_02,Butchers,Unknown,36.5,5,182.5,Digital Wallet,2024-02-21,0,2024,2,February,36.5,No Discount
Txn_3218155,Cust_19,Electric Household Essentials,Item_1_Ehe,5.0,6,30.0,Credit Card,2024-07-17,1,2024,7,July,5.0,Discount Applied
Txn_7855916,Cust_14,Patisserie,Item_15_Pat,26.0,4,104.0,Cash,2022-08-11,1,2022,8,August,26.0,Discount Applied
Txn_6593940,Cust_04,Milk Products,Item_23_Milk,38.0,3,114.0,Digital Wallet,2024-07-26,1,2024,7,July,38.0,Discount Applied
Txn_7086158,Cust_24,Patisserie,Item_17_Pat,29.0,9,261.0,Digital Wallet,2023-02-10,0,2023,2,February,29.0,No Discount
Txn_5543359,Cust_09,Beverages,Item_13_Bev,23.0,2,46.0,Credit Card,2022-12-04,0,2022,12,December,23.0,No Discount
Txn_2883529,Cust_08,Furniture,Item_15_Fur,26.0,9,234.0,Credit Card,2022-11-05,0,2022,11,November,26.0,No Discount
Txn_1320747,Cust_11,Milk Products,Item_13_Milk,23.0,8,184.0,Digital Wallet,2023-03-10,0,2023,3,March,23.0,No Discount
Txn_1543544,Cust_23,Butchers,Item_17_But,29.0,2,58.0,Credit Card,2023-01-05,1,2023,1,January,29.0,Discount Applied
Txn_7075100,Cust_20,Patisserie,Unknown,41.0,6,246.0,Digital Wallet,2024-02-16,1,2024,2,February,41.0,Discount Applied
Txn_7689814,Cust_19,Furniture,Item_18_Fur,30.5,3,91.5,Credit Card,2022-08-05,0,2022,8,August,30.5,No Discount
Txn_9759054,Cust_20,Milk Products,Item_2_Milk,6.5,8,52.0,Cash,2022-12-09,0,2022,12,December,6.5,No Discount
Txn_8245994,Cust_17,Food,Item_10_Food,18.5,7,129.5,Credit Card,2022-01-13,0,2022,1,January,18.5,No Discount
Txn_2720890,Cust_03,Patisserie,Item_23_Pat,38.0,7,266.0,Cash,2023-11-17,0,2023,11,November,38.0,No Discount
Txn_7683878,Cust_21,Patisserie,Item_25_Pat,41.0,2,82.0,Credit Card,2024-11-05,1,2024,11,November,41.0,Discount Applied
Txn_7989495,Cust_15,Computers And Electric Accessories,Item_12_Cea,21.5,9,193.5,Credit Card,2023-01-12,0,2023,1,January,21.5,No Discount
Txn_1930560,Cust_15,Furniture,Item_15_Fur,26.0,2,52.0,Digital Wallet,2022-09-09,0,2022,9,September,26.0,No Discount
Txn_2521668,Cust_06,Furniture,Item_24_Fur,39.5,5,197.5,Cash,2024-08-31,1,2024,8,August,39.5,Discount Applied
Txn_1276885,Cust_23,Patisserie,Unknown,5.0,6,30.0,Cash,2024-12-30,0,2024,12,December,5.0,No Discount
Txn_5859843,Cust_13,Furniture,Item_8_Fur,15.5,10,155.0,Credit Card,2025-01-09,0,2025,1,January,15.5,No Discount
Txn_4298643,Cust_07,Furniture,Item_16_Fur,27.5,2,55.0,Digital Wallet,2024-02-14,0,2024,2,February,27.5,No Discount
Txn_7729357,Cust_08,Milk Products,Unknown,14.0,6,84.0,Credit Card,2024-06-19,0,2024,6,June,14.0,No Discount
Txn_7926454,Cust_12,Electric Household Essentials,Item_25_Ehe,41.0,5,205.0,Cash,2023-01-12,0,2023,1,January,41.0,No Discount
Txn_1624367,Cust_01,Furniture,Item_15_Fur,26.0,3,78.0,Digital Wallet,2023-09-07,0,2023,9,September,26.0,No Discount
Txn_2262639,Cust_23,Furniture,Item_25_Fur,41.0,7,287.0,Cash,2023-12-13,1,2023,12,December,41.0,Discount Applied
Txn_5034932,Cust_23,Computers And Electric Accessories,Item_10_Cea,18.5,10,185.0,Digital Wallet,2023-09-28,1,2023,9,September,18.5,Discount Applied
Txn_4825647,Cust_07,Butchers,Item_1_But,5.0,5,25.0,Credit Card,2024-04-24,0,2024,4,April,5.0,No Discount
Txn_5399331,Cust_22,Furniture,Item_7_Fur,14.0,10,140.0,Credit Card,2024-08-08,0,2024,8,August,14.0,No Discount
Txn_5473549,Cust_10,Computers And Electric Accessories,Item_21_Cea,35.0,4,140.0,Credit Card,2024-03-28,1,2024,3,March,35.0,Discount Applied
Txn_2687302,Cust_11,Milk Products,Item_1_Milk,5.0,7,35.0,Cash,2022-09-09,0,2022,9,September,5.0,No Discount
Txn_1124993,Cust_03,Patisserie,Item_17_Pat,29.0,10,290.0,Credit Card,2023-06-09,0,2023,6,June,29.0,No Discount
Txn_8022355,Cust_06,Computers And Electric Accessories,Item_8_Cea,15.5,7,108.5,Credit Card,2023-09-25,1,2023,9,September,15.5,Discount Applied
Txn_9773979,Cust_05,Computers And Electric Accessories,Unknown,8.0,6,48.0,Digital Wallet,2024-11-04,0,2024,11,November,8.0,No Discount
Txn_8898496,Cust_08,Food,Item_4_Food,9.5,2,19.0,Credit Card,2023-12-13,1,2023,12,December,9.5,Discount Applied
Txn_3019913,Cust_18,Milk Products,Unknown,21.5,10,215.0,Cash,2024-02-16,1,2024,2,February,21.5,Discount Applied
Txn_2374475,Cust_01,Furniture,Item_16_Fur,27.5,4,110.0,Credit Card,2024-10-28,0,2024,10,October,27.5,No Discount
Txn_5136594,Cust_14,Patisserie,Unknown,23.0,7,161.0,Credit Card,2022-03-23,0,2022,3,March,23.0,No Discount
Txn_5877044,Cust_03,Electric Household Essentials,Item_13_Ehe,23.0,5,115.0,Digital Wallet,2023-04-13,0,2023,4,April,23.0,No Discount
Txn_4799944,Cust_06,Furniture,Item_15_Fur,26.0,6,156.0,Digital Wallet,2022-01-16,0,2022,1,January,26.0,No Discount
Txn_2177659,Cust_14,Electric Household Essentials,Item_11_Ehe,20.0,1,20.0,Digital Wallet,2024-07-03,1,2024,7,July,20.0,Discount Applied
Txn_4146011,Cust_17,Electric Household Essentials,Item_19_Ehe,32.0,9,288.0,Cash,2022-03-22,0,2022,3,March,32.0,No Discount
Txn_1930172,Cust_06,Patisserie,Item_8_Pat,15.5,6,93.0,Credit Card,2022-08-03,0,2022,8,August,15.5,No Discount
Txn_4348674,Cust_02,Milk Products,Item_14_Milk,24.5,5,122.5,Cash,2022-02-27,0,2022,2,February,24.5,No Discount
Txn_8831517,Cust_08,Computers And Electric Accessories,Unknown,23.0,1,23.0,Cash,2022-04-21,1,2022,4,April,23.0,Discount Applied
Txn_7547448,Cust_05,Beverages,Item_10_Bev,18.5,10,185.0,Credit Card,2022-08-07,0,2022,8,August,18.5,No Discount
Txn_9358684,Cust_17,Beverages,Item_11_Bev,20.0,6,120.0,Credit Card,2024-04-24,0,2024,4,April,20.0,No Discount
Txn_5315119,Cust_10,Patisserie,Unknown,23.0,3,69.0,Digital Wallet,2024-09-01,0,2024,9,September,23.0,No Discount
Txn_2164614,Cust_07,Furniture,Unknown,6.5,6,39.0,Digital Wallet,2023-05-18,0,2023,5,May,6.5,No Discount
Txn_7470621,Cust_02,Electric Household Essentials,Unknown,26.0,3,78.0,Cash,2024-04-20,1,2024,4,April,26.0,Discount Applied
Txn_6289960,Cust_16,Butchers,Item_21_But,35.0,4,140.0,Credit Card,2023-01-03,1,2023,1,January,35.0,Discount Applied
Txn_4376968,Cust_22,Furniture,Item_6_Fur,12.5,2,25.0,Digital Wallet,2024-08-05,0,2024,8,August,12.5,No Discount
Txn_2943718,Cust_24,Food,Item_11_Food,20.0,1,20.0,Digital Wallet,2023-02-24,0,2023,2,February,20.0,No Discount
Txn_3651432,Cust_25,Furniture,Item_24_Fur,39.5,1,39.5,Digital Wallet,2024-04-13,1,2024,4,April,39.5,Discount Applied
Txn_1247741,Cust_01,Butchers,Item_4_But,9.5,10,95.0,Credit Card,2024-08-18,0,2024,8,August,9.5,No Discount
Txn_4271465,Cust_17,Milk Products,Item_1_Milk,5.0,2,10.0,Credit Card,2022-11-29,0,2022,11,November,5.0,No Discount
Txn_2159908,Cust_09,Butchers,Item_20_But,33.5,4,134.0,Cash,2024-08-15,1,2024,8,August,33.5,Discount Applied
Txn_3985056,Cust_24,Computers And Electric Accessories,Item_20_Cea,33.5,3,100.5,Credit Card,2023-06-28,1,2023,6,June,33.5,Discount Applied
Txn_2889258,Cust_25,Beverages,Item_18_Bev,30.5,6,183.0,Digital Wallet,2023-08-28,0,2023,8,August,30.5,No Discount
Txn_4909298,Cust_13,Milk Products,Item_6_Milk,12.5,7,87.5,Credit Card,2022-10-02,1,2022,10,October,12.5,Discount Applied
Txn_4642106,Cust_18,Computers And Electric Accessories,Item_14_Cea,24.5,7,171.5,Cash,2024-02-19,0,2024,2,February,24.5,No Discount
Txn_4036118,Cust_06,Furniture,Unknown,23.0,6,138.0,Cash,2023-01-28,0,2023,1,January,23.0,No Discount
Txn_3979567,Cust_15,Computers And Electric Accessories,Item_10_Cea,18.5,2,37.0,Digital Wallet,2024-11-21,1,2024,11,November,18.5,Discount Applied
Txn_8071580,Cust_20,Milk Products,Item_22_Milk,36.5,1,36.5,Digital Wallet,2022-09-03,0,2022,9,September,36.5,No Discount
Txn_1726200,Cust_20,Milk Products,Item_3_Milk,8.0,9,72.0,Cash,2024-08-05,1,2024,8,August,8.0,Discount Applied
Txn_9589484,Cust_11,Furniture,Item_24_Fur,39.5,5,197.5,Credit Card,2023-03-23,0,2023,3,March,39.5,No Discount
Txn_6462908,Cust_19,Beverages,Item_25_Bev,41.0,8,328.0,Cash,2024-09-18,1,2024,9,September,41.0,Discount Applied
Txn_9922695,Cust_21,Butchers,Item_13_But,23.0,3,69.0,Cash,2023-05-05,0,2023,5,May,23.0,No Discount
Txn_3133019,Cust_21,Furniture,Unknown,23.0,9,207.0,Digital Wallet,2024-01-01,1,2024,1,January,23.0,Discount Applied
Txn_3333623,Cust_15,Furniture,Item_18_Fur,30.5,4,122.0,Credit Card,2022-12-27,1,2022,12,December,30.5,Discount Applied
Txn_2242368,Cust_06,Food,Item_24_Food,39.5,6,237.0,Cash,2024-09-18,1,2024,9,September,39.5,Discount Applied
Txn_5530545,Cust_01,Food,Item_2_Food,6.5,10,65.0,Digital Wallet,2023-11-26,0,2023,11,November,6.5,No Discount
Txn_8427033,Cust_19,Food,Item_6_Food,12.5,2,25.0,Digital Wallet,2024-06-23,0,2024,6,June,12.5,No Discount
Txn_8962338,Cust_20,Butchers,Item_20_But,33.5,10,335.0,Credit Card,2024-07-31,0,2024,7,July,33.5,No Discount
Txn_2098200,Cust_18,Computers And Electric Accessories,Item_7_Cea,14.0,5,70.0,Cash,2022-11-13,0,2022,11,November,14.0,No Discount
Txn_1031335,Cust_21,Electric Household Essentials,Item_6_Ehe,12.5,6,75.0,Cash,2024-11-19,0,2024,11,November,12.5,No Discount
Txn_1375951,Cust_14,Patisserie,Item_22_Pat,36.5,2,73.0,Credit Card,2023-04-15,0,2023,4,April,36.5,No Discount
Txn_5011391,Cust_19,Patisserie,Item_18_Pat,30.5,5,152.5,Cash,2022-12-22,0,2022,12,December,30.5,No Discount
Txn_9229067,Cust_17,Beverages,Item_14_Bev,24.5,5,122.5,Credit Card,2023-07-11,0,2023,7,July,24.5,No Discount
Txn_1271965,Cust_12,Patisserie,Item_6_Pat,12.5,10,125.0,Digital Wallet,2024-08-10,0,2024,8,August,12.5,No Discount
Txn_1575979,Cust_14,Furniture,Item_14_Fur,24.5,5,122.5,Digital Wallet,2024-01-23,1,2024,1,January,24.5,Discount Applied
Txn_8334423,Cust_05,Electric Household Essentials,Item_15_Ehe,26.0,2,52.0,Cash,2023-04-01,0,2023,4,April,26.0,No Discount
Txn_5219093,Cust_12,Beverages,Item_1_Bev,5.0,3,15.0,Cash,2024-01-31,0,2024,1,January,5.0,No Discount
Txn_6528218,Cust_17,Beverages,Item_24_Bev,39.5,9,355.5,Digital Wallet,2023-12-20,0,2023,12,December,39.5,No Discount
Txn_6281250,Cust_04,Patisserie,Item_13_Pat,23.0,4,92.0,Cash,2023-09-21,0,2023,9,September,23.0,No Discount
Txn_5636940,Cust_02,Electric Household Essentials,Item_17_Ehe,29.0,4,116.0,Cash,2022-10-16,0,2022,10,October,29.0,No Discount
Txn_2472483,Cust_21,Electric Household Essentials,Item_19_Ehe,32.0,2,64.0,Credit Card,2022-09-18,1,2022,9,September,32.0,Discount Applied
Txn_7633588,Cust_04,Beverages,Item_23_Bev,38.0,8,304.0,Digital Wallet,2024-03-20,0,2024,3,March,38.0,No Discount
